Bethlehem,Tulkarm,69
Bethlehem,Jenin,85
Bethlehem,alramah,72
Bethlehem,Hebron,21
Bethlehem,Ramallah,22
Bethlehem,Jerusalem,7
Bethlehem,Nablus,58
Bethlehem,Rafah,92
Bethlehem,Bethlehem,0
Bethlehem,Deir al-Balah,88
Bethlehem,Jericho,29
Deir al-Balah,Qalqilya,104
Deir al-Balah,Beit Lahia,22
Deir al-Balah,Jabalia,18
Deir al-Balah,Gaza City,15
Deir al-Balah,Khan Yunis,8
Deir al-Balah,Tulkarm,119
Deir al-Balah,Jenin,148
Deir al-Balah,alramah,135
Deir al-Balah,Hebron,73
Deir al-Balah,Ramallah,98
Deir al-Balah,Jerusalem,92
Deir al-Balah,Nablus,125
Deir al-Balah,Rafah,13
Deir al-Balah,Bethlehem,88
Deir al-Balah,Deir al-Balah,0
Deir al-Balah,Jericho,117
Jericho,Qalqilya,58
Jericho,Beit Lahia,96
Jericho,Jabalia,99
Jericho,Gaza City,101
Jericho,Khan Yunis,123
Jericho,Tulkarm,64
Jericho,Jenin,69
Jericho,alramah,58
Jericho,Hebron,49
Jericho,Ramallah,24
Jericho,Jerusalem,25
Jericho,Nablus,44
Jericho,Rafah,122
Jericho,Bethlehem,29
Jericho,Deir al-Balah,117
Jericho,Jericho,0
